Исходная строка;Result
с2-33н-2-1,2 ком±10%-а-д-в;0
с2-33н-2-1,5 ком±10%-а-д-в;0
с2-33н-2-1,5 ком±5%;0
с2-33н-2-1,8 ком ± 5%;0
с2-33н-2-1,8 ком±10%-а-д-в;0
с2-33н-2-10 ком±5%;0
с2-33н-2-10 ком±5%-a-д-b;0
с2-33н-2-10 мом ± 5%;0
с2-33н-2-10 ом;0
с2-33н-2-10 ом±10%;0
с2-33н-2-10 ом±10%-а-ж-в;0
с2-33н-2-11 ком ± 5%;0
с2-33н-2-11 ком±5%-а-в-в;0
с2-33н-2-11 ом±10%-а-ж-в;0
с2-33н-2-11 ом±5%;0
с2-33н-2-12 ком ± 10%;0
с2-33н-2-120 ком ± 5%;0
с2-33н-2-13 ком ± 5%;0
с2-33н-2-15 ком ± 5%;0
с2-33н-2-15 ком±10%;0
с2-33н-2-15 ком±10%-а-г-в;0
с2-33н-2-150 ком ± 5%;0
с2-33н-2-150 ом±10%-а-д-в;0
с2-33н-2-18 ком ± 5%;0
с2-33н-2-18 ком±10%-д-в;0
с2-33н-2-2,0 ом±5%-а-д-в;0
с2-33н-2-2,2 ком ±5% а-ж-в;0
с2-33н-2-2,2 ком±10%-а-д-в;0
с2-33н-2-2,2 ком±5%-а-д-в;0
с2-33н-2-2,7 ком±10%-а-д-в;0
с2-33н-2-2,7ком±10%;0
с2-33н-2-20 ком±10%;0
с2-33н-2-20 ком±5%-а;0
с2-33н-2-200 ком ± 5%;0
с2-33н-2-22 ком ± 5%;0
с2-33н-2-22 ком±10%-а-г-в;0
с2-33н-2-24 ком ± 5%;0
с2-33н-2-24 ком±5%-а-в-в;0
с2-33н-2-24 ом±10%-а-г-в;0
с2-33н-2-24 ом±5%-а-г-в;0
с2-33н-2-240 ком ± 5%;0
с2-33н-2-27 ком ± 5%;0
с2-33н-2-270 ком ± 5%;0
с2-33н-2-270 ом±5%-а-д-в;0
с2-33н-2-3 ком ± 5%;0
с2-33н-2-3 ком±10%а-д-в;0
с2-33н-2-3 ком±5%-а-д-в;0
с2-33н-2-3,3 ком ± 5%;0
с2-33н-2-3,3 ком±10%-а-в;0
с2-33н-2-3,3 ком±10%-а-д-в;0
с2-33н-2-3,9 ком±10%-а-д-в;0
с2-33н-2-30 ом±5%-а-д-в;0
с2-33н-2-300 ом ± 5%;0
с2-33н-2-33 ком+-10% д-в;0
с2-33н-2-33 ом;0
с2-33н-2-33 ом±10%-а-д-в;0
с2-33н-2-330 ком;0
с2-33н-2-36 ком ± 5%;0
с2-33н-2-36 ком±10%-а-г-в;0
с2-33н-2-360 ом ± 5%;0
с2-33н-2-39 ком ± 5%;0
с2-33н-2-39 ком±10%-а-г-в;0
с2-33н-2-39 ом±5%-а-г-в;0
с2-33н-2-39 ом±5%-а-д-в;0
с2-33н-2-390 ом ± 5%;0
с2-33н-2-4,3 ком±10%-а-д-в;0
с2-33н-2-4,7 ком±10%-а-д-в;0
с2-33н-2-43 ком±5%-а-в-в;0
с2-33н-2-43 ком±5%-а-д-в;0
с2-33н-2-47 ком±10%-а-г-в;0
с2-33н-2-47 ом±10%-а-г-в;0
с2-33н-2-470 ом ± 5%;0
с2-33н-2-470 ом±5%-а-д-в;0
с2-33н-2-5,1 ком±10%-а-д-в;0
с2-33н-2-5,1 ком±5%-а-ж-в;0
с2-33н-2-5,6 ком±10%-а-д-в;0
с2-33н-2-51;0
с2-33н-2-51 ом ± 10%;0
с2-33н-2-510 ом±10%-а-д-в;0
с2-33н-2-560 ком ± 5%;0
с2-33н-2-6,2 ком ± 5%;0
с2-33н-2-6,2 ком±10%-а-д-в;0
с2-33н-2-6,8 ком ± 5%;0
с2-33н-2-6,8 ком±10%-а-д-в;0
с2-33н-2-6,8 ом±5%-а-д-в;0
с2-33н-2-62 ком ± 5%;0
с2-33н-2-680 ком±10%;0
с2-33н-2-680 ом ± 5%;0
с2-33н-2-680 ом±10%;0
с2-33н-2-680 ом±10%-а-д-в;0
с2-33н-2-680 ом±5%-а-д-в;0
с2-33н-2-7,5 ком ± 5%;0
с2-33н-2-75 ом±5%-а-д-в;0
с2-33н-2-750 ом±10%;0
с2-33н-2-9,1 ком±5%-а-в-в;0
с2-33н-2-910 ом±10%;0
с2-33н-к10j8n;0
с2-35в-10-100 ом±10%;0
с2-35в-10-1200 ом±10%;0
с2-36-0,125-1 mом;0
с2-36-0,125-1,78 ком±0,5%-в;0
с2-36-0,125-178 ом±0,5%-в;0
с2-36-0,125-453 ом±0,5%-в;0
с2-36-0,125-511 ом±0,5%-в;0
с2-36-10 ком±1%;0
с2-36-20 ком±1%;0
с-240х280-20-1136;0
с-240х280-20-3012;0
с24-25;0
с24-25-1;0
с24-25-1 в22;0
с24-25-1-а15d-18в;0
с24-25-1н;0
с24-25-2;0
с24-40-1;0
с24-40-1h;0
с24-40-1н;0
с24-50+50;0
с24-60;0
с24-60-1;0
с24-60-1н;0
с24-60-28;0
с24-60-2н;0
с-256-30х20-3012;0
с25-р-27;0
с-25х45-10-1136;0
с-25х45-10-3012;0
с26098-03.032;0
с-260х300-20-3012;0
с26-15;0
с26-25;0
с26-25-в15d-18;0
с27-25-1;0
с27-25-2;0
с27-60-1;0
с-28-2,5х2,5-1136;0
с285.06.03.02;0
с285.09.01.02;0
с2ам.00.000ту;0
с2н.01.04.014;0
с2н.01.04.014-01;0
с2н.01.06.00.007;0
с2н.01.06.00-021;0
с2н.01.06.00-021.01;0
с2н.01.53.106;0
с2ни.01.00.000/185;0
с2ни.01.00.000/186;0
с2ни.01.04.000;0
с2ни.01.04.003;0
с2ни.01.06.006-01;0
с2ни.01.06.055;0
с2ни.01.06.068;0
с2ни.01.06.069;0
с2ни.01.50.000/24;0
с2ни.01.50.005;0
с2ни.01.50.006;0
с2ни.01.50.011;0
с2ни.01.51.050;0
с2ни.01.51.051;0
с2ни.01.51.250;0
с2ни.01.51.250-01;0
с2ни.01.51.250-03;0
с2ни.01.53.117;0
с2ни.03.00.001;0
с2ни.03.00.001-01;0
с2ни.03.01.400;0
с2ни.03.01.500;0
с2ни.03.03.001;0
с2ни.03.03.002;0
с2ни.03.03.008;0
с2ни.03.03.100;0
с2ни.03.04.001;0
с2ни.03.04.100;0
с2ни.03.04.200;0
с2ни.04.00.000;0
с2ни.06.02.011;0
с2ни.06.02.012;0
с2ни.06.02.013;0
с2ни.06.02.014;0
с2ни.06.02.015;0
с2ни.06.02.016;0
с2ни.06.02.023;0
с2ни.06.02.024;0
с2ни.06.02.116;0
с2ни.06.02.117;0
с2ни.06.02.200;0
с2ни.06.02.210;0
с2ни.06.02.405;0
с2ни.06.02.500;0
с2ни.90.01.000;0
с-305-30х20-3012;0
с-30x50-10-1136;0
с30х50-10-1136;0
с311.10.61;0
с311.10.74сп;0
с311.10.74спч-01;0
с311.15.74спч-01;0
с3-14-0,5-3,3 мом±10%;0
с3-14-0,5-47 мом±10%;0
с3-14-0,5-82 мом±10%;0
с-32-3х3-3012;0
с32н-dc-2p-c10а;0
с32н-dc-2p-c16а;0
с32н-dc-2p-c25;0
с32н-dc-2p-c32а;0
с32н-dc-2p-c3а;0
с32н-dc-2p-c40а;0
с32н-dc-2p-c6а;0
с-32х42-10-1136;0
с-32х42-10-3012;0
с-33-н-0,128;0
с35;0
с-350-6,5х6,5-3012;0
с-350-6,5х6-3012;0
с35-3012;0
с-38-3х3-1136;0
с-390-7х7-1136;0
с-390-7х7-3012;0
с3к3 0,22 мкф±10%;0
с3к3-0-1 мкф±20%;0
с4.102.103.690;0
с4.102.104.541;0
с4.102.104.546;0
с4.102.104.553;0
с4.102.104.656;0
с4.102.106.195;0
с4.102.109;0
с4.561.001сп;0
с4.853.142;0
с-400-7*7-3012;0
с-400-7-7-3012;0
с401.08кп.029;0
с402.104.582;0
с41.03101.267;0
с410.102.110.112;0
с410.105.829;0
с410.105.831;0
с410.105.832;0
с410.105.833;0
с410.105.834;0
с410.105.835;0
с410.105.836;0
с410.105.837;0
с410.105.843;0
с410.105.846;0
с410.105.850;0
с410.105.853;0
с410.105.858;0
с4101.100.000;0
с4101.100.588;0
с4101.100.594;0
с4101.100.595;0
с4101.100.596;0
с4101.100.612;0
с4101.100.614;0
с4101.100.617;0
с4101.100.618;0
с4101.100.624;0
с4101.100.670;0
с4101.100.732;0
с4101.100.733;0
с4101.100.815;0
с4101.100.850;0
с4101.100.854;0
с4101.100.855;0
с4101.100.856;0
с4101.100.879;0
с4101.100.896;0
с4101.100.938;0
с4101.101.015;0
с4101.101.023;0
с4101.101.114;0
с4101.101.114 (06848101114);0
с4101.101.128;0
с4101.101.130;0
с4101.101.234;0
с4101.101.318;0
с4101.101.734;0
с4101.101.735;0
с4101.101.736;0
с4101.108.168;0
с4101.108.173;0
с4101.200.002;0
с4101-100.856;0
с4102 109 451;0
с4102.013.664-1;0
с4102.100.000;0
с4102.100.220;0
с4102.100.221;0
с4102.100.222;0
с4102.100.230;0
с4102.100.451;0
с4102.100.474;0
с4102.100.475;0
с4102.100.548;0
с4102.100.938;0
с4102.100.970;0
с4102.100.976;0
с4102.100.991;0
с4102.100.992;0
с4102.100.993;0
с4102.100994;0
с4102.100995;0
с4102.101.028;0
с4102.101.051;0
с4102.101.128;0
с4102.101.254;0
с4102.101.427;0
с4102.101.551;0
с4102.102.144;0
с4102.102.206;0
с4102.103.041;0
с4102.103.098;0
с4102.103.316;0
с4102.103.373;0
с4102.103.374;0
с4102.103.382;0
с4102.103.570-03;0
с4102.103.602;0
с4102.103.618;0
с4102.103.634;0
с4102.103.648;0
с4102.103.658-1;0
с4102.103.670-03;0
с4102.103.688;0
с4102.103.691;0
с4102.103.708;0
с4102.103.710;0
с4102.103.711;0
с4102.103.713;0
с4102.103.714;0
с4102.103.716;0
с4102.103.717;0
с4102.103.722;0
с4102.103.725;0
с4102.103.736;0
с4102.103.742;0
с4102.103.789;0
с4102.103.791;0
с4102.103.798;0
с4102.103.800;0
с4102.103.801;0
с4102.103.874;0
с4102.103.875;0
с4102.103.876;0
с4102.103.877;0
с4102.103.878;0
с4102.103.905;0
с4102.103.917;0
с4102.103.919 (938-и173);0
с4102.103.922;0
с4102.103.923;0
с4102.103.925;0
с4102.103.926;0
с4102.103.927;0
с4102.103.932;0
с4102.103.933;0
с4102.103.936;0
с4102.103.937;0
с4102.103.939;0
с4102.103.994;0
с4102.103.995;0
с4102.104;0
с4102.104.002;0
с4102.104.005;0
с4102.104.032;0
с4102.104.035;0
с4102.104.052;0
с4102.104.089;0
с4102.104.092;0
с4102.104.098;0
с4102.104.103;0
с4102.104.106;0
с4102.104.114;0
с4102.104.117;0
с4102.104.118;0
с4102.104.120;0
с4102.104.123;0
с4102.104.124;0
с4102.104.130;0
с4102.104.141;0
с4102.104.144;0
с4102.104.145;0
с4102.104.157;0
с4102.104.162;0
с4102.104.171;0
с4102.104.189;0
с4102.104.199;0
с4102.104.203;0
с4102.104.206;0
с4102.104.211;0
с4102.104.254;0
с4102.104.273;0
с4102.104.274;0
с4102.104.289;0
с4102.104.290;0
с4102.104.298;0
с4102.104.342;0
с4102.104.451;0
с4102.104.485;0
с4102.104.488;0
с4102.104.489;0
с4102.104.490;0
с4102.104.491;0
с4102.104.492;0
с4102.104.495;0
с4102.104.498;0
с4102.104.499;0
с4102.104.502;0
с4102.104.509;0
с4102.104.511;0
с4102.104.512;0
с4102.104.513;0
с4102.104.514;0
с4102.104.515;0
с4102.104.516;0
с4102.104.518;0
с4102.104.522;0
с4102.104.524;0
с4102.104.525;0
с4102.104.526;0
с4102.104.527;0
с4102.104.528;0
с4102.104.529;0
с4102.104.531;0
с4102.104.532;0
с4102.104.537;0
с4102.104.538;0
с4102.104.549;0
с4102.104.551;0
с4102.104.560;0
с4102.104.569;0
с4102.104.571;0
с4102.104.572;0
с4102.104.573;0
с4102.104.574;0
с4102.104.582;0
с4102.104.599;0
с4102.104.600;0
с4102.104.602;0
с4102.104.613;0
с4102.104.690;0
с4102.104.709;0
с4102.104.725;0
с4102.104.735;0
с4102.104.81;0
с4102.104.813;0
с4102.104.814;0
с4102.104.891;0
с4102.104.914;0
с4102.104.918;0
с4102.104.939;0
с4102.104.945;0
с4102.104.947;0
с4102.105.048;0
с4102.105.107;0
с4102.105.125;0
с4102.105.159;0
с4102.105.193;0
с4102.105.204;0
с4102.105.206;0
с4102.105.270;0
с4102.105.271;0
с4102.105.293;0
с4102.105.343;0
с4102.105.387;0
с4102.105.389;0
с4102.105.390;0
с4102.105.391;0
с4102.105.392;0
с4102.105.393;0
с4102.105.394;0
с4102.105.396;0
с4102.105.397;0
с4102.105.398;0
с4102.105.399;0
с4102.105.402;0
с4102.105.407;0
с4102.105.408;0
с4102.105.410;0
с4102.105.416;0
с4102.105.417;0
с4102.105.418;0
с4102.105.419;0
с4102.105.425;0
с4102.105.427;0
с4102.105.433;0
с4102.105.434;0
с4102.105.438;0
с4102.105.443;0
с4102.105.447;0
с4102.105.448;0
с4102.105.491;0
с4102.105.492;0
с4102.105.502;0
с4102.105.529;0
с4102.105.532;0
с4102.105.535;0
с4102.105.538;0
с4102.105.555;0
с4102.105.556;0
с4102.105.557;0
с4102.105.559;0
с4102.105.561;0
с4102.105.579;0
с4102.105.580;0
с4102.105.581;0
с4102.105.589;0
с4102.105.599;0
с4102.105.647;0
с4102.105.665;0
с4102.105.677;0
с4102.105.690;0
с4102.105.712 бк8.684.173;0
с4102.105.714;0
с4102.105.717;0
с4102.105.725;0
с4102.105.729;0
с4102.105.829;0
с4102.105.830;0
с4102.105.831;0
с4102.105.832;0
с4102.105.833;0
с4102.105.834;0
с4102.105.835;0
с4102.105.836;0
с4102.105.837;0
с4102.105.838;0
с4102.105.843;0
с4102.105.846;0
с4102.105.849;0
с4102.105.850;0
с4102.105.852;0
с4102.105.853;0
с4102.105.853 (949-03.112-22);0
с4102.105.855;0
с4102.105.858;0
с4102.105.866;0
с4102.105.880;0
с4102.106.056;0
с4102.106.148;0
с4102.106.163;0
с4102.106.180;0
с4102.106.181;0
с4102.106.182;0
с4102.106.183;0
с4102.106.184;0
с4102.106.185;0
с4102.106.187;0
с4102.106.188;0
с4102.106.189;0
с4102.106.190;0
с4102.106.192;0
с4102.106.193;0
с4102.106.194;0
с4102.106.196;0
с4102.106.197;0
с4102.106.199;0
с4102.106.200;0
с4102.106.201;0
с4102.106.202;0
с4102.106.239;0
с4102.106.513;0
с4102.106.517;0
с4102.106.565;0
с4102.106.566;0
с4102.106.567;0
с4102.106.569;0
с4102.106.617;0
с4102.106.687;0
с4102.106.689-17;0
с4102.106.745;0
с4102.106.845;0
с4102.106.903;0
с4102.106.930;0
с4102.106.933;0
с4102.107.032;0
с4102.107.107;0
с4102.107.117;0
с4102.107.375;0
с4102.107.430;0
с4102.107.471;0
с4102.107.472;0
с4102.107.476;0
с4102.107.558;0
с4102.107.562;0
с4102.107.789;0
с4102.107.790;0
с4102.107.792;0
с4102.107.800;0
с4102.107.804;0
с4102.107.825;0
с4102.107.827;0
с4102.107.848;0
с4102.107.849;0
с4102.107.861;0
с4102.107.864;0
с4102.107.869;0
с4102.107.876;0
с4102.107.895;0
с4102.107.897;0
с4102.107.898;0
с4102.107.932;0
с4102.107.941;0
с4102.107.969;0
с4102.108.035;0
с4102.108.039;0
с4102.108.044;0
с4102.108.045;0
с4102.108.046;0
с4102.108.047;0
с4102.108.049;0
с4102.108.050;0
с4102.108.052;0
с4102.108.054;0
с4102.108.055;0
с4102.108.056;0
с4102.108.057;0
с4102.108.058;0
с4102.108.059;0
с4102.108.060;0
с4102.108.061;0
с4102.108.062;0
с4102.108.063;0
с4102.108.064;0
с4102.108.065;0
с4102.108.066;0
с4102.108.067;0
с4102.108.069;0
с4102.108.070;0
с4102.108.072;0
с4102.108.073;0
с4102.108.074;0
с4102.108.076;0
с4102.108.077;0
с4102.108.078;0
с4102.108.081;0
с4102.108.083;0
с4102.108.084;0
с4102.108.085;0
с4102.108.086;0
с4102.108.089;0
с4102.108.090;0
с4102.108.091;0
с4102.108.094;0
с4102.108.095;0
с4102.108.098;0
с4102.108.099;0
с4102.108.100;0
с4102.108.101;0
с4102.108.143;0
с4102.108.149;0
с4102.108.154;0
с4102.108.165;0
с4102.108.167;0
с4102.108.168;0
с4102.108.170;0
с4102.108.173;0
с4102.108.176;0
с4102.108.185;0
с4102.108.196;0
с4102.108.198;0
с4102.108.200;0
с4102.108.202;0
с4102.108.227;0
с4102.108.289;0
с4102.108.289-01;0
с4102.108.428;0
с4102.108.428-01;0
с4102.108.428-02;0
с4102.108.428-03;0
с4102.108.448;0
с4102.108.453;0
с4102.108.454;0
с4102.108.463;0
с4102.108.464;0
с4102.108.471;0
с4102.108.472;0
с4102.108.475;0
с4102.108.492;0
с4102.108.624;0
с4102.108.634;0
с4102.108.636;0
с4102.108.684;0
с4102.108.691;0
с4102.108.840;0
с4102.108.887;0
с4102.108.888;0
с4102.108.890;0
с4102.108.996;0
с4102.108.997;0
с4102.108.998;0
с4102.108.999;0
с4102.108229;0
с4102.109.002;0
с4102.109.026;0
с4102.109.033;0
с4102.109.037;0
с4102.109.041;0
с4102.109.045;0
с4102.109.046;0
с4102.109.048;0
с4102.109.055;0
с4102.109.068;0
с4102.109.069;0
с4102.109.070;0
с4102.109.071;0
с4102.109.075;0
с4102.109.076;0
с4102.109.134;0
с4102.109.173;0
с4102.109.174;0
с4102.109.194;0
с4102.109.230;0
с4102.109.272;0
с4102.109.313-01;0
с4102.109.314;0
с4102.109.314-01;0
с4102.109.316;0
с4102.109.360;0
с4102.109.362;0
с4102.109.363;0
с4102.109.364;0
с4102.109.366;0
с4102.109.373;0
с4102.109.381;0
с4102.109.382;0
с4102.109.386;0
с4102.109.430;0
с4102.109.430-01;0
с4102.109.439;0
с4102.109.451;0
с4102.109.492;0
с4102.109.577;0
с4102.109.581;0
с4102.109.585;0
с4102.109.588;0
с4102.109.623-04;0
с4102.109.656;0
с4102.109.686-17;0
с4102.109.689-02;0
с4102.109.689-04;0
с4102.109.689-06;0
с4102.109.689-1;0
с4102.109.689-17;0
с4102.109.689-71;0
с4102.109.690;0
с4102.109.693;0
с4102.109.693-02;0
с4102.109.693-03;0
с4102.109.693-04;0
с4102.109.693-06;0
с4102.109.693-07;0
с4102.109.693-09;0
с4102.109.693-09-6;0
с4102.109.693-10;0
с4102.109.693-11;0
с4102.109.693-12;0
с4102.109.693-14;0
с4102.109.693-15;0
с4102.109.693-17;0
с4102.109.693-20;0
с4102.109.728;0
с4102.109.766;0
с4102.109.804;0
с4102.109.805;0
с4102.109.824;0
с4102.109.842;0
с4102.109.869;0
с4102.109.870;0
с4102.109.893-09;0
с4102.109.930;0
с4102.109.931;0
с4102.109.932;0
с4102.109.935;0
с4102.109.962;0
с4102.109.963-10;0
с4102.109.965;0
с4102.109177;0
с4102.110.028-01;0
с4102.110.028-03;0
с4102.110.028-04;0
с4102.110.047;0
с4102.110.052;0
с4102.110.111-01;0
с4102.110.111-02;0
с4102.110.112;0
с4102.110.112-01;0
с4102.110.112-02;0
с4102.110.112-03;0
с4102.110.112-05;0
с4102.110.112-06;0
с4102.110.151;0
с4102.110.152;0
с4102.110.227;0
с4102.110.228;0
с4102.110.249;0
с4102.110.249-02;0
с4102.110.249-06;0
с4102.110.249-09;0
с4102.110.249-10;0
с4102.110.249-11;0
с4102.110.249-13;0
с4102.110.253;0
с4102.110.254;0
с4102.110.256;0
с4102.110.257;0
с4102.110.259;0
с4102.110.260;0
с4102.110.295-04;0
с4102.110.310-01 (587-35.4476);0
с4102.110.310-02;0
с4102.110.310-03;0
с4102.110.318;0
с4102.110.387;0
с4102.110.456-04;0
с4102.110.522;0
с4102.110.537;0
с4102.110.549;0
с4102.110112-02;0
с4102.200.016;0
с4102.200.106;0
с4102.430;0
с4102-105-845;0
с4102-105-847;0
с4102-105-850;0
с4102-105-852;0
с4102-105-853;0
с4102-108-069;0
с4102-109-581;0
с4102-109-585;0
с4103.101.107;0
с4103.101.170;0
с4103.101.178;0
с4103.101.180;0
с4103.101.183;0
с4103.101.201;0
с4103.101.205;0
с4103.101.214;0
с4103.101.215;0
с4103.101.222;0
с4103.101.223;0
с4103.101.257;0
с4103.101.262;0
с4103.101.264;0
с4103.101.265;0
с4103.101.267;0
с4103.101.274;0
с4103.101.310;0
с4103.101.311;0
с4103.101.318;0
с4103.101.338;0
с4103.101.373;0
с4103.101.374;0
с4103.101.379;0
с4103.101.383;0
с4103.101.388;0
с4103.101.410;0
с4103.101.427;0
с4103.101.453;0
с4103.101.536;0
с4103.101.540;0
с4103.101.542;0
с4103.101.551;0
с4103.101.554;0
с4103.101.555;0
с4103.101.557;0
с4103.101.566;0
с4103.101.597;0
с4103.101.768;0
с4103.101.802;0
с4103.101.810;0
с4103.101172;0
с4103.101178;0
с4103.104.374;0
с4103.200.01;0
с4103.200.019;0
с4103.200.068.00;0
с4103.200081.02;0
с4103-101-205;0
с4104.102.075;0
с4104.102.123;0
с4104.109.046;0
с4106.100.018;0
с4106.100.024;0
с4106.100.032;0
с4106.100.038;0
с4106.100.043;0
с4106.100.052;0
с4106.100-043;0
с4106-100-020;0
с4108.200.016;0
с410з.101.557;0
с4142.109.728;0
с42.02.044;0
с420.50.72 спч-64;0
с4202.101.051;0
с4202.101.052;0
с4202.101.190;0
с4202.101.194;0
с4202.101.194.00;0
с4202.101.194.01;0
с4202.101.198;0
с4202.101.216;0
с4202.101.217;0
с4202.101.219;0
с4202.101.224;0
с4202.101.230;0
с4202.101.308.00;0
с4202.101.3100;0
с4202.101.311-00;0
с4202.101.311-00 (2531882034);0
с4202.101.311-02 (2531882349);0
с4202.200.010.02;0
с42-02-004;0
с4203.100.572;0
с423.33.74спч-11;0
с423.33.74спч-16;0
с423.33.74спч-28;0
с423.35.74спч-11;0
с423.42.74спч-09;0
с-42-3х3-1136;0
с425.10.66;0
с425.30.66;0
с425.30.70спч-53;0
с425.30.72;0
с425.30.72 спч-64;0
с425.30.72 спч-94;0
с425.30.72.спч - 20;0
с425.30.725сп-55;0
с425.30.72сп-12;0
с425.30.72сп-14;0
с425.30.72сп-16;0
с425.30.72сп-55;0
с425.30.72сп-58;0
с425.30.72сп-66;0
с425.30.72сп-78;0
с425.30.72сп-96;0
с425.30.72спч-10;0
с425.30.72спч-13;0
с425.30.72спч-20;0
с425.30.72спч-28;0
с425.30.72спч-35;0
с425.30.72спч-37;0
с425.30.72спч-51;0
с425.30.72спч-52;0
с425.30.72спч-53;0
с425.30.72спч-92;0
с425.30.72спч-93;0
с425.30.78 спч-64;0
с425.50.67спч;0
с425.50.72сп-64;0
с425.50.72спч-94;0
с425.80.80спч-04;0
с425.80.80спч-05;0
с425.80.80спч-06;0
с425.80.80спч-07;0
с425.80.80спч-08;0
с425.80.80спч-09;0
с425.80.80спч-12;0
с425.80.80спч-16;0
с425.80.80спч-24;0
с425.80.80спч-27;0
с425.80.80спч-46;0
с425.80.80спч-47;0
с425.80.80спч-48;0
с425.80.80спч-50;0
с425.80.80спч-54;0
с425.80.80спч-60;0
с425.80.80спч-63;0
с425.80.80спч-83;0
с425.80.80спч-94;0
с425.80.80спч-96;0
с425.80.80спч-97;0
с425-30-66;0
с425-30-72-64;0
с425-30-72-92;0
с425-30-72сп20;0
с425-30-78 спч-53;0
с430.10.75спч-01;0
с430.10.75спч-02;0
с430.10.75спч-03;0
с430.10.75спч-04;0
с430.10.75спч-05;0
с4-3-1-4,7 ом±10%;0
с435.80.80сп-94;0
с-44;0
с441.01.100.595;0
с-44-3х3-1136;0
с44-3х3-1136;0
с50.005.014 ту/с;0
с50.005.014ту/с;0
с-50-3,5х3,5-1136;0
с-50х70-10-3012;0
с51.790.020сп;0
с51.790.048ту;0
с5-16 мв-1 вт-0,82 ом±5%;0
с5-16 мв-5-0,22 ом±1%;0
с5-16в-10-6,8 ком±1%-а-д-в;0
с5-16в-10-6,8 ом±1%;0
с5-16в-10-6,8 ом±1%-а-д-в;0
с5-16в-8-10 ом±5%;0
с5-16в-8вт-1,2 ом;0
с5-16мв-1вт-0,1 ком±5%;0
с5-16мв-1вт-0,1 ом±5%;0
с5-16мв-1вт-1 ом;0
с-5-2х2-1136;0
с5-35-10-1,6 ком ± 5%;0
с5-35-10вт-3,3 ком±10%;0
с5-35-15bт-2 ком±10%;0
с5-35-15вт-1,5 ком;0
с5-35-15вт-100 ом;0
с5-35-25-2,2 ком±10%;0
с5-35-25-300 ом±10%;0
с5-35-25-510 ом±5%;0
с5-35-25-6,2 ком±5%;0
с5-35-25-9,1 ком±5%;0
с5-35-3-51 ом±5%;0
с5-35-3-510 ом ± 5%;0
с5-35-3-68 ом±10%;0
с5-35-40-620 ом ± 10%;0
с5-35-50в-1 ком±10%;0
с5-35-50вт-39 oм±5%;0
с5-35b-3-43 ом±5%;0
с5-35в-100-1 ком±10%;0
с5-35в-100-1,6 ком±5%;0
с5-35в-100-10 ком±10%;0
с5-35в-100-10 ком±5%;0
с5-35в-100-390 ом±5%;0
с5-35в-100вт-1,6 ком±5%;0
с5-35в-100вт-2,0 ком±10%;0
с5-35в-10-1,2 ком±10%;0
с5-35в-10-1,6ком±5%;0
с5-35в-10-100 ом;0
с5-35в-10-100 ом±10%;0
с5-35в-10-120 ом±10%;0
с5-35в-10-1200 ом±10%;0
с5-35в-10-15 ом ±10%;0
с5-35в-10-2,2 ком±5%;0
с5-35в-10-2,4 ком±10%;0
с5-35в-10-270 ом±5%;0
с5-35в-10-270 ом±5%-а-г-в;0
с5-35в-10-3,6 ком±5%;0
с5-35в-10-39,0 ом±5%;0
с5-35в-10-4 ом;0
с5-35в-10-4 ом±10%;0
с5-35в-10-5,1 ом;0
с5-35в-10-5,6 ом±10%;0
с5-35в-10-51 ом±5%;0
с5-35в-10-6,8 ком±5%;0
с5-35в-10-820 ом±5%;0
с5-35в-10-9,1 ком±10%;0
с5-35в-10вт 4,3 ком±10%;0
с5-35в-10вт-1 ком±10%;0
с5-35в-10вт-1 ком±5%;0
с5-35в-10вт-1,0 ком ± 5%;0
с5-35в-10вт-10 ком ± 5%;0
с5-35в-10вт-10 ком±10%;0
с5-35в-10вт-10 ом;0
с5-35в-10вт-10 ом±10%;0
с5-35в-10вт-15 ом±10%;0
с5-35в-10вт-2 ком±10%;0
с5-35в-10вт-2 ом±5%;0
с5-35в-10вт-2,7 ом±10%;0
с5-35в-10вт-4,3 ком±5%;0
с5-35в-10вт-47 ом±10%;0
с5-35в-10вт-5 ком±5%;0
с5-35в-10вт-6,8 ком±5%;0
с5-35в-10вт-75 ом ± 10%;0
с5-35в-15-1,2 ком±10%;0
с5-35в-15-160 ом ± 5%;0
с5-35в-15-30ом±5%;0
с5-35в-15-5,1 ом±10%;0
с5-35в-15-5,1 ом±5%;0
с5-35в-15вт-15 ом±10%;0
с5-35в-15вт-150 ом±5%;0
с5-35в-15вт-160 ом±10%;0
с5-35в-15вт-270 ом±5%;0
с5-35в-15вт-3,9 ом±10%;0
с5-35в-15вт-5,1 ом;0
с5-35в-16-5,1 ом±10%;0
с5-35в-25 вт-10 ом±10%;0
с5-35в-25 вт-13 ком±5%;0
с5-35в-25 вт-2 ком±5%;0
с5-35в-25 вт-2,2 ком±5%;0
с5-35в-25 вт-300 ом±5%;0
с5-35в-25 вт-510 ом±5%;0
с5-35в-25 вт-6,2 ком±5%;0
с5-35в-25-1 ком±10%;0
с5-35в-25-1 ком±5%;0
с5-35в-25-1,0 ком;0
с5-35в-25-1,1 ком;0
с5-35в-25-1,1 ком±5%;0
с5-35в-25-1,2 ком±5%;0
с5-35в-25-1,5 ком±5%;0
с5-35в-25-10 ом±5%;0
с5-35в-25-11,0 ком;0
с5-35в-25-11,0 ком±5%;0
с5-35в-25-13 ком±5%;0
с5-35в-25-13,0 ком±5%;0
с5-35в-25-15 ом±10 %;0
